Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600
E7	scrambled_miRNA	mix17AA	ath5642b	3	2	13	1.8918
E8	scrambled_miRNA	mix17AA	aof159	4	2	13	1.8885
E9	plant_miRNA	mix17AA	ath158b	4	2	13	1.9179
E10	scrambled_miRNA	mix17AA	ath158a3p	5	2	13	1.8977
E11	N.A.	mix17AA	N.A.	5	N.A.	13	0.0865
F2	scrambled_miRNA	mix17AA	ath827	1	2	13	1.9464
F3	N.A.	mix17AA	N.A.	1	N.A.	13	0.102
F4	plant_miRNA	mix17AA	aof159	2	2	13	1.9253
F5	scrambled_miRNA	mix17AA	ath158b	2	2	13	1.8574
F6	scrambled_miRNA	mix17AA	ath158a3p	3	2	13	1.8743
F7	plant_miRNA	mix17AA	ath158b	3	2	13	1.8823
F8	N.A.	mix17AA	N.A.	4	N.A.	13	0.1034
F9	plant_miRNA	mix17AA	ath5642b	4	2	13	1.8482
F10	scrambled_miRNA	mix17AA	aof159	5	2	13	1.8571
F11	plant_miRNA	mix17AA	ath827	5	2	13	1.9389
G2	plant_miRNA	mix17AA	ath827	1	2	13	1.9713
G3	N.A.	mix17AA	N.A.	1	N.A.	13	0.1398
G4	scrambled_miRNA	mix17AA	aof159	2	2	13	1.8908
G5	plant_miRNA	mix17AA	ath158b	2	2	13	1.9076
G6	plant_miRNA	mix17AA	ath158a3p	3	2	13	1.8828
G7	scrambled_miRNA	mix17AA	ath158b	3	2	13	1.896
G8	N.A.	mix17AA	N.A.	4	N.A.	13	0.0867
G9	scrambled_miRNA	mix17AA	ath5642b	4	2	13	1.8503
G10	plant_miRNA	mix17AA	aof159	5	2	13	1.9216
G11	scrambled_miRNA	mix17AA	ath827	5	2	13	1.9303
B2	scrambled_miRNA	mix17AA	aof159	1	2	14	2.0074
B3	plant_miRNA	mix17AA	ath5642b	1	2	14	1.9846
B4	N.A.	mix17AA	N.A.	2	N.A.	14	0.0861
B5	plant_miRNA	mix17AA	ath158a3p	2	2	14	1.9705
B6	plant_miRNA	mix17AA	ath827	3	2	14	2.0172
B7	plant_miRNA	mix17AA	aof159	3	2	14	1.9794
B8	scrambled_miRNA	mix17AA	ath158a3p	4	2	14	1.962
B9	scrambled_miRNA	mix17AA	ath827	4	2	14	1.9491
B10	scrambled_miRNA	mix17AA	ath5642b	5	2	14	1.9824
B11	plant_miRNA	mix17AA	ath158b	5	2	14	1.9913
C2	plant_miRNA	mix17AA	aof159	1	2	14	2.0262
C3	scrambled_miRNA	mix17AA	ath5642b	1	2	14	1.9832
C4	N.A.	mix17AA	N.A.	2	N.A.	14	0.0891
C5	scrambled_miRNA	mix17AA	ath158a3p	2	2	14	1.939
C6	scrambled_miRNA	mix17AA	ath827	3	2	14	1.9565
C7	scrambled_miRNA	mix17AA	aof159	3	2	14	1.9378
C8	plant_miRNA	mix17AA	ath158a3p	4	2	14	1.9364
C9	plant_miRNA	mix17AA	ath827	4	2	14	1.9535
C10	plant_miRNA	mix17AA	ath5642b	5	2	14	1.9575
C11	scrambled_miRNA	mix17AA	ath158b	5	2	14	1.9868
D2	scrambled_miRNA	mix17AA	ath158a3p	1	2	14	1.9859
D3	plant_miRNA	mix17AA	ath158b	1	2	14	1.9741
D4	scrambled_miRNA	mix17AA	ath5642b	2	2	14	1.9283
D5	plant_miRNA	mix17AA	ath827	2	2	14	1.9462
D6	N.A.	mix17AA	N.A.	3	N.A.	14	0.0923
D7	plant_miRNA	mix17AA	ath5642b	3	2	14	1.9303
D8	plant_miRNA	mix17AA	aof159	4	2	14	1.9297
D9	scrambled_miRNA	mix17AA	ath158b	4	2	14	1.939
D10	plant_miRNA	mix17AA	ath158a3p	5	2	14	1.9681
D11	N.A.	mix17AA	N.A.	5	N.A.	14	0.0866
E2	plant_miRNA	mix17AA	ath158a3p	1	2	14	1.9939
E3	scrambled_miRNA	mix17AA	ath158b	1	2	14	1.9806
E4	plant_miRNA	mix17AA	ath5642b	2	2	14	1.9281
E5	scrambled_miRNA	mix17AA	ath827	2	2	14	1.9409
E6	N.A.	mix17AA	N.A.	3	N.A.	14	0.0866
E7	scrambled_miRNA	mix17AA	ath5642b	3	2	14	1.9372
E8	scrambled_miRNA	mix17AA	aof159	4	2	14	1.9411
E9	plant_miRNA	mix17AA	ath158b	4	2	14	1.9695
E10	scrambled_miRNA	mix17AA	ath158a3p	5	2	14	1.9499
E11	N.A.	mix17AA	N.A.	5	N.A.	14	0.0861
F2	scrambled_miRNA	mix17AA	ath827	1	2	14	1.9863
F3	N.A.	mix17AA	N.A.	1	N.A.	14	0.0866
F4	plant_miRNA	mix17AA	aof159	2	2	14	1.9634
F5	scrambled_miRNA	mix17AA	ath158b	2	2	14	1.9022
F6	scrambled_miRNA	mix17AA	ath158a3p	3	2	14	1.917
F7	plant_miRNA	mix17AA	ath158b	3	2	14	1.9301
F8	N.A.	mix17AA	N.A.	4	N.A.	14	0.1043
F9	plant_miRNA	mix17AA	ath5642b	4	2	14	1.9016
F10	scrambled_miRNA	mix17AA	aof159	5	2	14	1.9112
F11	plant_miRNA	mix17AA	ath827	5	2	14	1.9969
G2	plant_miRNA	mix17AA	ath827	1	2	14	2.0164
G3	N.A.	mix17AA	N.A.	1	N.A.	14	0.1615
G4	scrambled_miRNA	mix17AA	aof159	2	2	14	1.9328
G5	plant_miRNA	mix17AA	ath158b	2	2	14	1.9512
G6	plant_miRNA	mix17AA	ath158a3p	3	2	14	1.9289
G7	scrambled_miRNA	mix17AA	ath158b	3	2	14	1.9374
G8	N.A.	mix17AA	N.A.	4	N.A.	14	0.0877
G9	scrambled_miRNA	mix17AA	ath5642b	4	2	14	1.9077
G10	plant_miRNA	mix17AA	aof159	5	2	14	1.9755
G11	scrambled_miRNA	mix17AA	ath827	5	2	14	1.9976
B2	scrambled_miRNA	mix17AA	aof159	1	2	15	2.0465
B3	plant_miRNA	mix17AA	ath5642b	1	2	15	2.0249
B4	N.A.	mix17AA	N.A.	2	N.A.	15	0.0847
B5	plant_miRNA	mix17AA	ath158a3p	2	2	15	2.0045
B6	plant_miRNA	mix17AA	ath827	3	2	15	2.0523
B7	plant_miRNA	mix17AA	aof159	3	2	15	2.0128
B8	scrambled_miRNA	mix17AA	ath158a3p	4	2	15	2.0034
B9	scrambled_miRNA	mix17AA	ath827	4	2	15	1.9931
B10	scrambled_miRNA	mix17AA	ath5642b	5	2	15	2.0258
B11	plant_miRNA	mix17AA	ath158b	5	2	15	2.0386
C2	plant_miRNA	mix17AA	aof159	1	2	15	2.0599
C3	scrambled_miRNA	mix17AA	ath5642b	1	2	15	2.0152
C4	N.A.	mix17AA	N.A.	2	N.A.	15	0.089
C5	scrambled_miRNA	mix17AA	ath158a3p	2	2	15	1.9709
C6	scrambled_miRNA	mix17AA	ath827	3	2	15	1.9897
C7	scrambled_miRNA	mix17AA	aof159	3	2	15	1.9696
C8	plant_miRNA	mix17AA	ath158a3p	4	2	15	1.9796
C9	plant_miRNA	mix17AA	ath827	4	2	15	1.9947
C10	plant_miRNA	mix17AA	ath5642b	5	2	15	1.9977
C11	scrambled_miRNA	mix17AA	ath158b	5	2	15	2.0262
D2	scrambled_miRNA	mix17AA	ath158a3p	1	2	15	2.018
D3	plant_miRNA	mix17AA	ath158b	1	2	15	1.9989
D4	scrambled_miRNA	mix17AA	ath5642b	2	2	15	1.9513
D5	plant_miRNA	mix17AA	ath827	2	2	15	1.9748
D6	N.A.	mix17AA	N.A.	3	N.A.	15	0.0916
D7	plant_miRNA	mix17AA	ath5642b	3	2	15	1.9616
D8	plant_miRNA	mix17AA	aof159	4	2	15	1.9649
D9	scrambled_miRNA	mix17AA	ath158b	4	2	15	1.9704
D10	plant_miRNA	mix17AA	ath158a3p	5	2	15	2.0073
D11	N.A.	mix17AA	N.A.	5	N.A.	15	0.0869
E2	plant_miRNA	mix17AA	ath158a3p	1	2	15	2.0192
E3	scrambled_miRNA	mix17AA	ath158b	1	2	15	2.0076
E4	plant_miRNA	mix17AA	ath5642b	2	2	15	1.9572
E5	scrambled_miRNA	mix17AA	ath827	2	2	15	1.9662
E6	N.A.	mix17AA	N.A.	3	N.A.	15	0.094
E7	scrambled_miRNA	mix17AA	ath5642b	3	2	15	1.9669
E8	scrambled_miRNA	mix17AA	aof159	4	2	15	1.9801
E9	plant_miRNA	mix17AA	ath158b	4	2	15	2.0081
E10	scrambled_miRNA	mix17AA	ath158a3p	5	2	15	1.9889
E11	N.A.	mix17AA	N.A.	5	N.A.	15	0.0877
F2	scrambled_miRNA	mix17AA	ath827	1	2	15	2.0173
F3	N.A.	mix17AA	N.A.	1	N.A.	15	0.0948
F4	plant_miRNA	mix17AA	aof159	2	2	15	1.9865
F5	scrambled_miRNA	mix17AA	ath158b	2	2	15	1.9309
F6	scrambled_miRNA	mix17AA	ath158a3p	3	2	15	1.9485
F7	plant_miRNA	mix17AA	ath158b	3	2	15	1.9605
F8	N.A.	mix17AA	N.A.	4	N.A.	15	0.1039
F9	plant_miRNA	mix17AA	ath5642b	4	2	15	1.9409
F10	scrambled_miRNA	mix17AA	aof159	5	2	15	1.9512
F11	plant_miRNA	mix17AA	ath827	5	2	15	2.0323
G2	plant_miRNA	mix17AA	ath827	1	2	15	2.0432
G3	N.A.	mix17AA	N.A.	1	N.A.	15	0.1438
G4	scrambled_miRNA	mix17AA	aof159	2	2	15	1.9629
G5	plant_miRNA	mix17AA	ath158b	2	2	15	1.9821
G6	plant_miRNA	mix17AA	ath158a3p	3	2	15	1.9596
G7	scrambled_miRNA	mix17AA	ath158b	3	2	15	1.9677
G8	N.A.	mix17AA	N.A.	4	N.A.	15	0.0963
G9	scrambled_miRNA	mix17AA	ath5642b	4	2	15	1.9482
G10	plant_miRNA	mix17AA	aof159	5	2	15	2.0115
G11	scrambled_miRNA	mix17AA	ath827	5	2	15	2.0335
B2	scrambled_miRNA	mix17AA	aof159	1	2	16	2.0629
B3	plant_miRNA	mix17AA	ath5642b	1	2	16	2.0477
B4	N.A.	mix17AA	N.A.	2	N.A.	16	0.0849
B5	plant_miRNA	mix17AA	ath158a3p	2	2	16	2.0363
B6	plant_miRNA	mix17AA	ath827	3	2	16	2.0799
B7	plant_miRNA	mix17AA	aof159	3	2	16	2.0403
B8	scrambled_miRNA	mix17AA	ath158a3p	4	2	16	2.0391
B9	scrambled_miRNA	mix17AA	ath827	4	2	16	2.0284
B10	scrambled_miRNA	mix17AA	ath5642b	5	2	16	2.0573
B11	plant_miRNA	mix17AA	ath158b	5	2	16	2.0731
C2	plant_miRNA	mix17AA	aof159	1	2	16	2.0885
C3	scrambled_miRNA	mix17AA	ath5642b	1	2	16	2.0364
C4	N.A.	mix17AA	N.A.	2	N.A.	16	0.0911
C5	scrambled_miRNA	mix17AA	ath158a3p	2	2	16	1.9985
C6	scrambled_miRNA	mix17AA	ath827	3	2	16	2.0188
C7	scrambled_miRNA	mix17AA	aof159	3	2	16	1.9982
C8	plant_miRNA	mix17AA	ath158a3p	4	2	16	2.012
C9	plant_miRNA	mix17AA	ath827	4	2	16	2.0277
C10	plant_miRNA	mix17AA	ath5642b	5	2	16	2.0295
C11	scrambled_miRNA	mix17AA	ath158b	5	2	16	2.0533
D2	scrambled_miRNA	mix17AA	ath158a3p	1	2	16	2.043
D3	plant_miRNA	mix17AA	ath158b	1	2	16	2.0262
D4	scrambled_miRNA	mix17AA	ath5642b	2	2	16	1.9789
D5	plant_miRNA	mix17AA	ath827	2	2	16	1.9971
D6	N.A.	mix17AA	N.A.	3	N.A.	16	0.0902
D7	plant_miRNA	mix17AA	ath5642b	3	2	16	1.989
D8	plant_miRNA	mix17AA	aof159	4	2	16	1.9912
D9	scrambled_miRNA	mix17AA	ath158b	4	2	16	2.0007
D10	plant_miRNA	mix17AA	ath158a3p	5	2	16	2.032
D11	N.A.	mix17AA	N.A.	5	N.A.	16	0.0872
E2	plant_miRNA	mix17AA	ath158a3p	1	2	16	2.0525
E3	scrambled_miRNA	mix17AA	ath158b	1	2	16	2.0315
E4	plant_miRNA	mix17AA	ath5642b	2	2	16	1.9854
E5	scrambled_miRNA	mix17AA	ath827	2	2	16	1.9922
E6	N.A.	mix17AA	N.A.	3	N.A.	16	0.0911
E7	scrambled_miRNA	mix17AA	ath5642b	3	2	16	1.9899
E8	scrambled_miRNA	mix17AA	aof159	4	2	16	2.0055
E9	plant_miRNA	mix17AA	ath158b	4	2	16	2.0357
E10	scrambled_miRNA	mix17AA	ath158a3p	5	2	16	2.0139
E11	N.A.	mix17AA	N.A.	5	N.A.	16	0.0863
F2	scrambled_miRNA	mix17AA	ath827	1	2	16	2.0388
F3	N.A.	mix17AA	N.A.	1	N.A.	16	0.1002
F4	plant_miRNA	mix17AA	aof159	2	2	16	2.0056
F5	scrambled_miRNA	mix17AA	ath158b	2	2	16	1.9561
F6	scrambled_miRNA	mix17AA	ath158a3p	3	2	16	1.9695
F7	plant_miRNA	mix17AA	ath158b	3	2	16	1.9859
F8	N.A.	mix17AA	N.A.	4	N.A.	16	0.0967
F9	plant_miRNA	mix17AA	ath5642b	4	2	16	1.9717
F10	scrambled_miRNA	mix17AA	aof159	5	2	16	1.9805
F11	plant_miRNA	mix17AA	ath827	5	2	16	2.0546
G2	plant_miRNA	mix17AA	ath827	1	2	16	2.0633
G3	N.A.	mix17AA	N.A.	1	N.A.	16	0.1664
G4	scrambled_miRNA	mix17AA	aof159	2	2	16	1.9861
G5	plant_miRNA	mix17AA	ath158b	2	2	16	2.0088
G6	plant_miRNA	mix17AA	ath158a3p	3	2	16	1.9858
G7	scrambled_miRNA	mix17AA	ath158b	3	2	16	1.9921
G8	N.A.	mix17AA	N.A.	4	N.A.	16	0.09
G9	scrambled_miRNA	mix17AA	ath5642b	4	2	16	1.9763
G10	plant_miRNA	mix17AA	aof159	5	2	16	2.0345
G11	scrambled_miRNA	mix17AA	ath827	5	2	16	2.0528
B2	scrambled_miRNA	mix17AA	aof159	1	2	17	2.0835
B3	plant_miRNA	mix17AA	ath5642b	1	2	17	2.0644
B4	N.A.	mix17AA	N.A.	2	N.A.	17	0.0851
B5	plant_miRNA	mix17AA	ath158a3p	2	2	17	2.0492
B6	plant_miRNA	mix17AA	ath827	3	2	17	2.0945
B7	plant_miRNA	mix17AA	aof159	3	2	17	2.0561
B8	scrambled_miRNA	mix17AA	ath158a3p	4	2	17	2.0603
B9	scrambled_miRNA	mix17AA	ath827	4	2	17	2.0507
B10	scrambled_miRNA	mix17AA	ath5642b	5	2	17	2.077
B11	plant_miRNA	mix17AA	ath158b	5	2	17	2.0912
C2	plant_miRNA	mix17AA	aof159	1	2	17	2.101
C3	scrambled_miRNA	mix17AA	ath5642b	1	2	17	2.0493
C4	N.A.	mix17AA	N.A.	2	N.A.	17	0.0884
C5	scrambled_miRNA	mix17AA	ath158a3p	2	2	17	2.0176
C6	scrambled_miRNA	mix17AA	ath827	3	2	17	2.0392
C7	scrambled_miRNA	mix17AA	aof159	3	2	17	2.0214
C8	plant_miRNA	mix17AA	ath158a3p	4	2	17	2.0364
C9	plant_miRNA	mix17AA	ath827	4	2	17	2.0522
C10	plant_miRNA	mix17AA	ath5642b	5	2	17	2.0533
C11	scrambled_miRNA	mix17AA	ath158b	5	2	17	2.0705
D2	scrambled_miRNA	mix17AA	ath158a3p	1	2	17	2.0567
D3	plant_miRNA	mix17AA	ath158b	1	2	17	2.0425
D4	scrambled_miRNA	mix17AA	ath5642b	2	2	17	1.9937
D5	plant_miRNA	mix17AA	ath827	2	2	17	2.0145
D6	N.A.	mix17AA	N.A.	3	N.A.	17	0.1091
D7	plant_miRNA	mix17AA	ath5642b	3	2	17	2.0081
D8	plant_miRNA	mix17AA	aof159	4	2	17	2.0152
D9	scrambled_miRNA	mix17AA	ath158b	4	2	17	2.0242
D10	plant_miRNA	mix17AA	ath158a3p	5	2	17	2.0506
D11	N.A.	mix17AA	N.A.	5	N.A.	17	0.087
E2	plant_miRNA	mix17AA	ath158a3p	1	2	17	2.0654
E3	scrambled_miRNA	mix17AA	ath158b	1	2	17	2.0517
E4	plant_miRNA	mix17AA	ath5642b	2	2	17	2.002
E5	scrambled_miRNA	mix17AA	ath827	2	2	17	2.0071
E6	N.A.	mix17AA	N.A.	3	N.A.	17	0.0893
E7	scrambled_miRNA	mix17AA	ath5642b	3	2	17	2.0069
E8	scrambled_miRNA	mix17AA	aof159	4	2	17	2.0269
E9	plant_miRNA	mix17AA	ath158b	4	2	17	2.0604
E10	scrambled_miRNA	mix17AA	ath158a3p	5	2	17	2.0383
E11	N.A.	mix17AA	N.A.	5	N.A.	17	0.0884
F2	scrambled_miRNA	mix17AA	ath827	1	2	17	2.0511
F3	N.A.	mix17AA	N.A.	1	N.A.	17	0.1091
F4	plant_miRNA	mix17AA	aof159	2	2	17	2.0218
F5	scrambled_miRNA	mix17AA	ath158b	2	2	17	1.9748
F6	scrambled_miRNA	mix17AA	ath158a3p	3	2	17	1.9883
F7	plant_miRNA	mix17AA	ath158b	3	2	17	2.0079
F8	N.A.	mix17AA	N.A.	4	N.A.	17	0.1013
F9	plant_miRNA	mix17AA	ath5642b	4	2	17	1.9953
F10	scrambled_miRNA	mix17AA	aof159	5	2	17	2.0038
F11	plant_miRNA	mix17AA	ath827	5	2	17	2.0684
G2	plant_miRNA	mix17AA	ath827	1	2	17	2.0809
G3	N.A.	mix17AA	N.A.	1	N.A.	17	0.1508
G4	scrambled_miRNA	mix17AA	aof159	2	2	17	2.0008
G5	plant_miRNA	mix17AA	ath158b	2	2	17	2.0232
G6	plant_miRNA	mix17AA	ath158a3p	3	2	17	2.0029
G7	scrambled_miRNA	mix17AA	ath158b	3	2	17	2.0068
G8	N.A.	mix17AA	N.A.	4	N.A.	17	0.0937
G9	scrambled_miRNA	mix17AA	ath5642b	4	2	17	1.9992
G10	plant_miRNA	mix17AA	aof159	5	2	17	2.0476
G11	scrambled_miRNA	mix17AA	ath827	5	2	17	2.0718
B2	scrambled_miRNA	mix17AA	aof159	1	2	18	2.0981
B3	plant_miRNA	mix17AA	ath5642b	1	2	18	2.0768
B4	N.A.	mix17AA	N.A.	2	N.A.	18	0.0848
B5	plant_miRNA	mix17AA	ath158a3p	2	2	18	2.061
B6	plant_miRNA	mix17AA	ath827	3	2	18	2.1041
B7	plant_miRNA	mix17AA	aof159	3	2	18	2.0685
B8	scrambled_miRNA	mix17AA	ath158a3p	4	2	18	2.0715
B9	scrambled_miRNA	mix17AA	ath827	4	2	18	2.0648
B10	scrambled_miRNA	mix17AA	ath5642b	5	2	18	2.0908
B11	plant_miRNA	mix17AA	ath158b	5	2	18	2.11
C2	plant_miRNA	mix17AA	aof159	1	2	18	2.1086
C3	scrambled_miRNA	mix17AA	ath5642b	1	2	18	2.0636
C4	N.A.	mix17AA	N.A.	2	N.A.	18	0.0891
C5	scrambled_miRNA	mix17AA	ath158a3p	2	2	18	2.0343
C6	scrambled_miRNA	mix17AA	ath827	3	2	18	2.0514
C7	scrambled_miRNA	mix17AA	aof159	3	2	18	2.0349
C8	plant_miRNA	mix17AA	ath158a3p	4	2	18	2.0536
C9	plant_miRNA	mix17AA	ath827	4	2	18	2.0699
C10	plant_miRNA	mix17AA	ath5642b	5	2	18	2.0725
C11	scrambled_miRNA	mix17AA	ath158b	5	2	18	2.0812
D2	scrambled_miRNA	mix17AA	ath158a3p	1	2	18	2.0656
D3	plant_miRNA	mix17AA	ath158b	1	2	18	2.053
D4	scrambled_miRNA	mix17AA	ath5642b	2	2	18	2.0056
D5	plant_miRNA	mix17AA	ath827	2	2	18	2.023
D6	N.A.	mix17AA	N.A.	3	N.A.	18	0.094
D7	plant_miRNA	mix17AA	ath5642b	3	2	18	2.0232
D8	plant_miRNA	mix17AA	aof159	4	2	18	2.0308
D9	scrambled_miRNA	mix17AA	ath158b	4	2	18	2.042
D10	plant_miRNA	mix17AA	ath158a3p	5	2	18	2.064
D11	N.A.	mix17AA	N.A.	5	N.A.	18	0.0869
E2	plant_miRNA	mix17AA	ath158a3p	1	2	18	2.0742
E3	scrambled_miRNA	mix17AA	ath158b	1	2	18	2.0636
E4	plant_miRNA	mix17AA	ath5642b	2	2	18	2.0144
E5	scrambled_miRNA	mix17AA	ath827	2	2	18	2.016
E6	N.A.	mix17AA	N.A.	3	N.A.	18	0.0886
E7	scrambled_miRNA	mix17AA	ath5642b	3	2	18	2.0197
E8	scrambled_miRNA	mix17AA	aof159	4	2	18	2.0456
E9	plant_miRNA	mix17AA	ath158b	4	2	18	2.0753
E10	scrambled_miRNA	mix17AA	ath158a3p	5	2	18	2.0554
E11	N.A.	mix17AA	N.A.	5	N.A.	18	0.0863
F2	scrambled_miRNA	mix17AA	ath827	1	2	18	2.0602
F3	N.A.	mix17AA	N.A.	1	N.A.	18	0.0996
F4	plant_miRNA	mix17AA	aof159	2	2	18	2.0275
F5	scrambled_miRNA	mix17AA	ath158b	2	2	18	1.9903
F6	scrambled_miRNA	mix17AA	ath158a3p	3	2	18	2.0036
F7	plant_miRNA	mix17AA	ath158b	3	2	18	2.0213
F8	N.A.	mix17AA	N.A.	4	N.A.	18	0.1021
F9	plant_miRNA	mix17AA	ath5642b	4	2	18	2.0128
F10	scrambled_miRNA	mix17AA	aof159	5	2	18	2.0225
F11	plant_miRNA	mix17AA	ath827	5	2	18	2.0825
G2	plant_miRNA	mix17AA	ath827	1	2	18	2.0899
G3	N.A.	mix17AA	N.A.	1	N.A.	18	0.1487
G4	scrambled_miRNA	mix17AA	aof159	2	2	18	2.0099
G5	plant_miRNA	mix17AA	ath158b	2	2	18	2.036
G6	plant_miRNA	mix17AA	ath158a3p	3	2	18	2.0159
G7	scrambled_miRNA	mix17AA	ath158b	3	2	18	2.0183
G8	N.A.	mix17AA	N.A.	4	N.A.	18	0.087
G9	scrambled_miRNA	mix17AA	ath5642b	4	2	18	2.0121
G10	plant_miRNA	mix17AA	aof159	5	2	18	2.0548
G11	scrambled_miRNA	mix17AA	ath827	5	2	18	2.0864
B2	scrambled_miRNA	mix17AA	aof159	1	2	19	2.1065
B3	plant_miRNA	mix17AA	ath5642b	1	2	19	2.0863
B4	N.A.	mix17AA	N.A.	2	N.A.	19	0.0848
B5	plant_miRNA	mix17AA	ath158a3p	2	2	19	2.0671
B6	plant_miRNA	mix17AA	ath827	3	2	19	2.1169
B7	plant_miRNA	mix17AA	aof159	3	2	19	2.0772
B8	scrambled_miRNA	mix17AA	ath158a3p	4	2	19	2.0796
B9	scrambled_miRNA	mix17AA	ath827	4	2	19	2.0756
B10	scrambled_miRNA	mix17AA	ath5642b	5	2	19	2.0974
B11	plant_miRNA	mix17AA	ath158b	5	2	19	2.1212
C2	plant_miRNA	mix17AA	aof159	1	2	19	2.1167
C3	scrambled_miRNA	mix17AA	ath5642b	1	2	19	2.074
C4	N.A.	mix17AA	N.A.	2	N.A.	19	0.0886
C5	scrambled_miRNA	mix17AA	ath158a3p	2	2	19	2.0432
C6	scrambled_miRNA	mix17AA	ath827	3	2	19	2.065
C7	scrambled_miRNA	mix17AA	aof159	3	2	19	2.0463
C8	plant_miRNA	mix17AA	ath158a3p	4	2	19	2.0633
C9	plant_miRNA	mix17AA	ath827	4	2	19	2.0843
C10	plant_miRNA	mix17AA	ath5642b	5	2	19	2.0832
C11	scrambled_miRNA	mix17AA	ath158b	5	2	19	2.0933
D2	scrambled_miRNA	mix17AA	ath158a3p	1	2	19	2.0767
D3	plant_miRNA	mix17AA	ath158b	1	2	19	2.0637
D4	scrambled_miRNA	mix17AA	ath5642b	2	2	19	2.013
D5	plant_miRNA	mix17AA	ath827	2	2	19	2.0286
D6	N.A.	mix17AA	N.A.	3	N.A.	19	0.096
D7	plant_miRNA	mix17AA	ath5642b	3	2	19	2.0341
D8	plant_miRNA	mix17AA	aof159	4	2	19	2.0421
D9	scrambled_miRNA	mix17AA	ath158b	4	2	19	2.0548
D10	plant_miRNA	mix17AA	ath158a3p	5	2	19	2.0738
D11	N.A.	mix17AA	N.A.	5	N.A.	19	0.0871
E2	plant_miRNA	mix17AA	ath158a3p	1	2	19	2.0833
E3	scrambled_miRNA	mix17AA	ath158b	1	2	19	2.0748
E4	plant_miRNA	mix17AA	ath5642b	2	2	19	2.0228
E5	scrambled_miRNA	mix17AA	ath827	2	2	19	2.0265
E6	N.A.	mix17AA	N.A.	3	N.A.	19	0.0874
E7	scrambled_miRNA	mix17AA	ath5642b	3	2	19	2.0277
E8	scrambled_miRNA	mix17AA	aof159	4	2	19	2.0568
E9	plant_miRNA	mix17AA	ath158b	4	2	19	2.0836
E10	scrambled_miRNA	mix17AA	ath158a3p	5	2	19	2.0635
E11	N.A.	mix17AA	N.A.	5	N.A.	19	0.0897
F2	scrambled_miRNA	mix17AA	ath827	1	2	19	2.0658
F3	N.A.	mix17AA	N.A.	1	N.A.	19	0.1183
F4	plant_miRNA	mix17AA	aof159	2	2	19	2.0304
F5	scrambled_miRNA	mix17AA	ath158b	2	2	19	1.9982
F6	scrambled_miRNA	mix17AA	ath158a3p	3	2	19	2.0115
F7	plant_miRNA	mix17AA	ath158b	3	2	19	2.0305
F8	N.A.	mix17AA	N.A.	4	N.A.	19	0.105
F9	plant_miRNA	mix17AA	ath5642b	4	2	19	2.0258
F10	scrambled_miRNA	mix17AA	aof159	5	2	19	2.0325
F11	plant_miRNA	mix17AA	ath827	5	2	19	2.0833
G2	plant_miRNA	mix17AA	ath827	1	2	19	2.097
G3	N.A.	mix17AA	N.A.	1	N.A.	19	0.1447
G4	scrambled_miRNA	mix17AA	aof159	2	2	19	2.0176
G5	plant_miRNA	mix17AA	ath158b	2	2	19	2.0463
G6	plant_miRNA	mix17AA	ath158a3p	3	2	19	2.0237
G7	scrambled_miRNA	mix17AA	ath158b	3	2	19	2.0228
G8	N.A.	mix17AA	N.A.	4	N.A.	19	0.0858
G9	scrambled_miRNA	mix17AA	ath5642b	4	2	19	2.0258
G10	plant_miRNA	mix17AA	aof159	5	2	19	2.0613
G11	scrambled_miRNA	mix17AA	ath827	5	2	19	2.0934
B2	scrambled_miRNA	mix17AA	aof159	1	2	20	2.1252
B3	plant_miRNA	mix17AA	ath5642b	1	2	20	2.094
B4	N.A.	mix17AA	N.A.	2	N.A.	20	0.0847
B5	plant_miRNA	mix17AA	ath158a3p	2	2	20	2.0762
B6	plant_miRNA	mix17AA	ath827	3	2	20	2.1229
B7	plant_miRNA	mix17AA	aof159	3	2	20	2.0862
B8	scrambled_miRNA	mix17AA	ath158a3p	4	2	20	2.0926
B9	scrambled_miRNA	mix17AA	ath827	4	2	20	2.0866
B10	scrambled_miRNA	mix17AA	ath5642b	5	2	20	2.1018
B11	plant_miRNA	mix17AA	ath158b	5	2	20	2.1364
C2	plant_miRNA	mix17AA	aof159	1	2	20	2.1255
C3	scrambled_miRNA	mix17AA	ath5642b	1	2	20	2.0847
C4	N.A.	mix17AA	N.A.	2	N.A.	20	0.0878
C5	scrambled_miRNA	mix17AA	ath158a3p	2	2	20	2.0509
C6	scrambled_miRNA	mix17AA	ath827	3	2	20	2.0705
C7	scrambled_miRNA	mix17AA	aof159	3	2	20	2.0554
C8	plant_miRNA	mix17AA	ath158a3p	4	2	20	2.0758
C9	plant_miRNA	mix17AA	ath827	4	2	20	2.0946
C10	plant_miRNA	mix17AA	ath5642b	5	2	20	2.0871
C11	scrambled_miRNA	mix17AA	ath158b	5	2	20	2.0964
D2	scrambled_miRNA	mix17AA	ath158a3p	1	2	20	2.0838
D3	plant_miRNA	mix17AA	ath158b	1	2	20	2.0727
D4	scrambled_miRNA	mix17AA	ath5642b	2	2	20	2.0177
D5	plant_miRNA	mix17AA	ath827	2	2	20	2.0342
D6	N.A.	mix17AA	N.A.	3	N.A.	20	0.0936
D7	plant_miRNA	mix17AA	ath5642b	3	2	20	2.0438
