Well_ID	Treatment	N_source	miRNA	Pair	Dose(uM)	Time	OD_600	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	15	1.608	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	15	0.3508	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	15	0.9459	
B10	plant_miRNA	L-Arginine	mix_5	5	10	15	1.4907	
B11	plant_miRNA	L-Histidine	mix_5	5	10	15	0.6854	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	15	0.2179	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	15	0.0926	
C2	plant_miRNA	L-Alanine	mix_5	1	10	15	1.0391	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	15	1.0023	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	15	0.6849	
C5	plant_miRNA	L-Arginine	mix_5	2	10	15	1.3638	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	15	0.8354	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	15	1.3231	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	15	0.3574	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	15	0.8535	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	15	1.4803	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	15	0.6494	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	15	0.0819	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	15	0.0867	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	15	0.3879	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	15	1.9836	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	15	0.8162	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	15	0.3587	
D6	plant_miRNA	L-Arginine	mix_5	3	10	15	1.5419	
D7	plant_miRNA	L-Histidine	mix_5	3	10	15	0.5483	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	15	0.6097	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	15	1.3811	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	15	1.4462	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	15	0.962	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	15	0.0871	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	15	0.0898	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	15	0.3922	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	15	1.6611	
E4	plant_miRNA	L-Alanine	mix_5	2	10	15	1.0406	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	15	0.3553	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	15	1.5486	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	15	0.6968	
E8	plant_miRNA	L-Histidine	mix_5	4	10	15	0.6771	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	15	1.5219	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	15	1.3528	
E11	plant_miRNA	L-Alanine	mix_5	5	10	15	1.023	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	15	0.0855	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	15	0.1108	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	15	1.8873	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	15	0.6697	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	15	1.1694	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	15	1.7835	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	15	0.3518	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	15	0.9607	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	15	1.0633	
F9	plant_miRNA	L-Arginine	mix_5	4	10	15	1.5425	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	15	1.1584	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	15	0.3256	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	15	0.086	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	15	0.0947	
G2	plant_miRNA	L-Arginine	mix_5	1	10	15	1.896	
G3	plant_miRNA	L-Histidine	mix_5	1	10	15	0.7017	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	15	1.1496	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	15	1.5718	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	15	0.3659	
G7	plant_miRNA	L-Alanine	mix_5	3	10	15	1.0539	
G8	plant_miRNA	L-Alanine	mix_5	4	10	15	1.0455	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	15	1.5241	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	15	1.2125	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	15	0.35	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	15	0.0887	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	15	0.082	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	15	0.0919	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	15	0.1072	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	15	0.0844	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	15	0.0996	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	15	0.0868	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	16	0.0922	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	16	0.0922	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	16	0.0928	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	16	0.0928	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	16	0.0872	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	16	0.085	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	16	0.0914	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	16	1.1042	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	16	1.1355	
B4	plant_miRNA	L-Histidine	mix_5	2	10	16	0.8096	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	16	1.5949	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	16	0.8505	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	16	1.7257	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	16	0.4102	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	16	1.0656	
B10	plant_miRNA	L-Arginine	mix_5	5	10	16	1.5851	
B11	plant_miRNA	L-Histidine	mix_5	5	10	16	0.814	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	16	0.2225	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	16	0.0941	
C2	plant_miRNA	L-Alanine	mix_5	1	10	16	1.1391	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	16	1.0716	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	16	0.752	
C5	plant_miRNA	L-Arginine	mix_5	2	10	16	1.4429	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	16	0.9364	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	16	1.4364	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	16	0.441	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	16	0.897	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	16	1.5716	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	16	0.7309	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	16	0.0822	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	16	0.0868	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	16	0.4524	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	16	2.1269	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	16	0.8962	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	16	0.4262	
D6	plant_miRNA	L-Arginine	mix_5	3	10	16	1.8236	
D7	plant_miRNA	L-Histidine	mix_5	3	10	16	0.6511	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	16	0.726	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	16	1.4856	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	16	1.5536	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	16	1.0094	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	16	0.0875	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	16	0.0922	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	16	0.4831	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	16	1.7838	
E4	plant_miRNA	L-Alanine	mix_5	2	10	16	1.1178	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	16	0.4389	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	16	1.6233	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	16	0.7985	
E8	plant_miRNA	L-Histidine	mix_5	4	10	16	0.8044	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	16	1.6485	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	16	1.4606	
E11	plant_miRNA	L-Alanine	mix_5	5	10	16	1.1212	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	16	0.0834	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	16	0.1002	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	16	1.9819	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	16	0.7659	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	16	1.2374	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	16	1.883	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	16	0.4168	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	16	1.0201	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	16	1.1107	
F9	plant_miRNA	L-Arginine	mix_5	4	10	16	1.6722	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	16	1.2373	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	16	0.3936	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	16	0.086	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	16	0.0916	
G2	plant_miRNA	L-Arginine	mix_5	1	10	16	1.9636	
G3	plant_miRNA	L-Histidine	mix_5	1	10	16	0.8571	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	16	1.187	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	16	1.6786	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	16	0.4439	
G7	plant_miRNA	L-Alanine	mix_5	3	10	16	1.1084	
G8	plant_miRNA	L-Alanine	mix_5	4	10	16	1.1271	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	16	1.6177	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	16	1.2524	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	16	0.4224	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	16	0.0996	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	16	0.0815	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	16	0.0932	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	16	0.095	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	16	0.1104	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	16	0.0997	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	16	0.0847	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	17	0.0925	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	17	0.0919	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	17	0.0928	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	17	0.0927	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	17	0.0871	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	17	0.0848	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	17	0.0916	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	17	1.1528	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	17	1.2993	
B4	plant_miRNA	L-Histidine	mix_5	2	10	17	1.0832	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	17	1.7045	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	17	0.9581	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	17	1.8331	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	17	0.4907	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	17	1.147	
B10	plant_miRNA	L-Arginine	mix_5	5	10	17	1.6443	
B11	plant_miRNA	L-Histidine	mix_5	5	10	17	0.9789	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	17	0.2327	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	17	0.0929	
C2	plant_miRNA	L-Alanine	mix_5	1	10	17	1.1977	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	17	1.2529	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	17	1.075	
C5	plant_miRNA	L-Arginine	mix_5	2	10	17	1.544	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	17	0.9241	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	17	1.4885	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	17	0.5361	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	17	0.9784	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	17	1.641	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	17	0.8299	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	17	0.0811	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	17	0.0868	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	17	0.5637	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	17	2.2287	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	17	1.0085	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	17	0.5057	
D6	plant_miRNA	L-Arginine	mix_5	3	10	17	1.6687	
D7	plant_miRNA	L-Histidine	mix_5	3	10	17	0.7703	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	17	0.8131	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	17	1.5258	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	17	1.6338	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	17	1.0648	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	17	0.0871	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	17	0.0852	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	17	0.6021	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	17	1.8523	
E4	plant_miRNA	L-Alanine	mix_5	2	10	17	1.2067	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	17	0.5295	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	17	1.6724	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	17	1.0224	
E8	plant_miRNA	L-Histidine	mix_5	4	10	17	0.972	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	17	1.7233	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	17	1.5433	
E11	plant_miRNA	L-Alanine	mix_5	5	10	17	1.1944	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	17	0.0879	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	17	0.1019	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	17	2.0648	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	17	1.0645	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	17	1.3673	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	17	1.9727	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	17	0.4951	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	17	1.0515	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	17	1.0953	
F9	plant_miRNA	L-Arginine	mix_5	4	10	17	1.7295	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	17	1.3186	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	17	0.4593	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	17	0.0858	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	17	0.0926	
G2	plant_miRNA	L-Arginine	mix_5	1	10	17	2.014	
G3	plant_miRNA	L-Histidine	mix_5	1	10	17	1.1471	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	17	1.2676	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	17	1.7694	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	17	0.5274	
G7	plant_miRNA	L-Alanine	mix_5	3	10	17	1.2038	
G8	plant_miRNA	L-Alanine	mix_5	4	10	17	1.196	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	17	1.6796	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	17	1.3155	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	17	0.468	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	17	0.1082	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	17	0.082	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	17	0.088	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	17	0.1163	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	17	0.1174	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	17	0.0997	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	17	0.0854	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	18	0.0928	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	18	0.0922	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	18	0.0929	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	18	0.0928	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	18	0.0871	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	18	0.0848	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	18	0.0914	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	18	1.3099	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	18	1.4682	
B4	plant_miRNA	L-Histidine	mix_5	2	10	18	1.4741	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	18	1.7631	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	18	1.0257	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	18	1.9618	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	18	0.5788	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	18	1.2582	
B10	plant_miRNA	L-Arginine	mix_5	5	10	18	1.6822	
B11	plant_miRNA	L-Histidine	mix_5	5	10	18	1.2826	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	18	0.2416	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	18	0.0928	
C2	plant_miRNA	L-Alanine	mix_5	1	10	18	1.5809	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	18	1.5978	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	18	1.287	
C5	plant_miRNA	L-Arginine	mix_5	2	10	18	1.5478	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	18	1.0142	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	18	1.5764	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	18	0.6438	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	18	1.0699	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	18	1.6877	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	18	1.1216	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	18	0.0828	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	18	0.0867	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	18	0.6363	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	18	2.3256	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	18	1.1214	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	18	0.6256	
D6	plant_miRNA	L-Arginine	mix_5	3	10	18	1.7039	
D7	plant_miRNA	L-Histidine	mix_5	3	10	18	1.1711	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	18	1.102	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	18	1.632	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	18	1.6725	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	18	1.0976	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	18	0.0871	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	18	0.0907	
E2	scrambled_miRNA	L-Cysteine	mix_5	1	10	18	0.6823	
E3	scrambled_miRNA	L-Aspartic_acid	mix_5	1	10	18	1.895	
E4	plant_miRNA	L-Alanine	mix_5	2	10	18	1.3716	
E5	scrambled_miRNA	L-Cysteine	mix_5	2	10	18	0.6236	
E6	scrambled_miRNA	L-Arginine	mix_5	3	10	18	1.7129	
E7	scrambled_miRNA	L-Histidine	mix_5	3	10	18	1.2527	
E8	plant_miRNA	L-Histidine	mix_5	4	10	18	1.2513	
E9	plant_miRNA	L-Aspartic_acid	mix_5	4	10	18	1.7814	
E10	scrambled_miRNA	L-Aspartic_acid	mix_5	5	10	18	1.6029	
E11	plant_miRNA	L-Alanine	mix_5	5	10	18	1.257	
E12	N.A.	L-Arginine	N.A.	N.A.	N.A.	18	0.0836	
F1	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	18	0.1129	
F2	scrambled_miRNA	L-Arginine	mix_5	1	10	18	2.1203	
F3	scrambled_miRNA	L-Histidine	mix_5	1	10	18	1.1809	
F4	plant_miRNA	L-Glutamic_acid	mix_5	2	10	18	1.6913	
F5	plant_miRNA	L-Aspartic_acid	mix_5	2	10	18	2.0561	
F6	plant_miRNA	L-Cysteine	mix_5	3	10	18	0.586	
F7	scrambled_miRNA	L-Alanine	mix_5	3	10	18	1.1154	
F8	scrambled_miRNA	L-Alanine	mix_5	4	10	18	1.1382	
F9	plant_miRNA	L-Arginine	mix_5	4	10	18	1.7654	
F10	scrambled_miRNA	L-Glutamic_acid	mix_5	5	10	18	1.449	
F11	scrambled_miRNA	L-Cysteine	mix_5	5	10	18	0.5436	
F12	N.A.	L-Histidine	N.A.	N.A.	N.A.	18	0.086	
G1	N.A.	L-Arginine	N.A.	N.A.	N.A.	18	0.0961	
G2	plant_miRNA	L-Arginine	mix_5	1	10	18	2.0392	
G3	plant_miRNA	L-Histidine	mix_5	1	10	18	1.3637	
G4	scrambled_miRNA	L-Glutamic_acid	mix_5	2	10	18	1.4714	
G5	scrambled_miRNA	L-Aspartic_acid	mix_5	2	10	18	1.8253	
G6	scrambled_miRNA	L-Cysteine	mix_5	3	10	18	0.6303	
G7	plant_miRNA	L-Alanine	mix_5	3	10	18	1.3105	
G8	plant_miRNA	L-Alanine	mix_5	4	10	18	1.3357	
G9	scrambled_miRNA	L-Arginine	mix_5	4	10	18	1.7284	
G10	plant_miRNA	L-Glutamic_acid	mix_5	5	10	18	1.3681	
G11	plant_miRNA	L-Cysteine	mix_5	5	10	18	0.5422	
G12	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	18	0.0866	
H4	N.A.	L-Histidine	N.A.	N.A.	N.A.	18	0.0822	
H5	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	18	0.0819	
H6	N.A.	L-Cysteine	N.A.	N.A.	N.A.	18	0.102	
H7	N.A.	L-Arginine	N.A.	N.A.	N.A.	18	0.0843	
H8	N.A.	L-Alanine	N.A.	N.A.	N.A.	18	0.0997	
H10	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	18	0.0897	
A4	N.A.	L-Alanine	N.A.	N.A.	N.A.	19	0.0929	
A5	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	19	0.0923	
A6	N.A.	L-Arginine	N.A.	N.A.	N.A.	19	0.0929	
A7	N.A.	L-Aspartic_acid	N.A.	N.A.	N.A.	19	0.0928	
A8	N.A.	L-Histidine	N.A.	N.A.	N.A.	19	0.0871	
A9	N.A.	L-Cysteine	N.A.	N.A.	N.A.	19	0.0847	
B1	N.A.	L-Cysteine	N.A.	N.A.	N.A.	19	0.0908	
B2	scrambled_miRNA	L-Alanine	mix_5	1	10	19	1.5197	
B3	plant_miRNA	L-Glutamic_acid	mix_5	1	10	19	1.6877	
B4	plant_miRNA	L-Histidine	mix_5	2	10	19	1.7027	
B5	scrambled_miRNA	L-Arginine	mix_5	2	10	19	1.8805	
B6	plant_miRNA	L-Glutamic_acid	mix_5	3	10	19	1.1725	
B7	plant_miRNA	L-Aspartic_acid	mix_5	3	10	19	2.0075	
B8	plant_miRNA	L-Cysteine	mix_5	4	10	19	0.6328	
B9	scrambled_miRNA	L-Glutamic_acid	mix_5	4	10	19	1.3613	
B10	plant_miRNA	L-Arginine	mix_5	5	10	19	1.6724	
B11	plant_miRNA	L-Histidine	mix_5	5	10	19	1.4377	
B12	N.A.	L-Cysteine	N.A.	N.A.	N.A.	19	0.2537	
C1	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	19	0.0933	
C2	plant_miRNA	L-Alanine	mix_5	1	10	19	1.7036	
C3	scrambled_miRNA	L-Glutamic_acid	mix_5	1	10	19	1.8262	
C4	scrambled_miRNA	L-Histidine	mix_5	2	10	19	1.3894	
C5	plant_miRNA	L-Arginine	mix_5	2	10	19	1.5871	
C6	scrambled_miRNA	L-Glutamic_acid	mix_5	3	10	19	1.1953	
C7	scrambled_miRNA	L-Aspartic_acid	mix_5	3	10	19	1.6363	
C8	scrambled_miRNA	L-Cysteine	mix_5	4	10	19	0.7128	
C9	plant_miRNA	L-Glutamic_acid	mix_5	4	10	19	1.2433	
C10	scrambled_miRNA	L-Arginine	mix_5	5	10	19	1.7101	
C11	scrambled_miRNA	L-Histidine	mix_5	5	10	19	1.2748	
C12	N.A.	L-Alanine	N.A.	N.A.	N.A.	19	0.0818	
D1	N.A.	L-Histidine	N.A.	N.A.	N.A.	19	0.0868	
D2	plant_miRNA	L-Cysteine	mix_5	1	10	19	0.6822	
D3	plant_miRNA	L-Aspartic_acid	mix_5	1	10	19	2.3932	
D4	scrambled_miRNA	L-Alanine	mix_5	2	10	19	1.3874	
D5	plant_miRNA	L-Cysteine	mix_5	2	10	19	0.7056	
D6	plant_miRNA	L-Arginine	mix_5	3	10	19	1.7918	
D7	plant_miRNA	L-Histidine	mix_5	3	10	19	1.5163	
D8	scrambled_miRNA	L-Histidine	mix_5	4	10	19	1.3175	
D9	scrambled_miRNA	L-Aspartic_acid	mix_5	4	10	19	1.6659	
D10	plant_miRNA	L-Aspartic_acid	mix_5	5	10	19	1.7114	
D11	scrambled_miRNA	L-Alanine	mix_5	5	10	19	1.2398	
D12	N.A.	L-Glutamic_acid	N.A.	N.A.	N.A.	19	0.0875	
E1	N.A.	L-Alanine	N.A.	N.A.	N.A.	19	0.0863	
