Well_ID,ASV,N_souce,miRNA,Replicate ,Dose(uM),Time,OD_600
F5,6,Mix_17aa,p5642b,n2,2,14,1.665699959
F6,6,Mix_17aa,sc5642b,n2,2,14,1.667500019
F7,172,Mix_17aa,p159,n2,2,14,0.895600021
F8,172,Mix_17aa,sc159,n2,2,14,0.921899974
F9,172,Mix_17aa,p158b,n2,2,14,0.853900015
F10,172,Mix_17aa,sc158b,n2,2,14,0.907500029
F11,Control,Mix_17aa,Control,n2,Control,14,0.085199997
G2,Control,Mix_17aa,Control,n2,Control,14,0.0735
G3,6,Mix_17aa,sc159,n2,2,14,1.631600022
G4,6,Mix_17aa,p159,n2,2,14,1.578999996
G5,6,Mix_17aa,sc158b,n2,2,14,1.611199975
G6,6,Mix_17aa,p158b,n2,2,14,1.570299983
G7,172,Mix_17aa,p158a,n2,2,14,0.858500004
G8,172,Mix_17aa,sc158a,n2,2,14,0.875100017
G9,172,Mix_17aa,sc5642b,n2,2,14,0.907000005
G10,172,Mix_17aa,p5642b,n2,2,14,0.89410001
G11,Control,Mix_17aa,Control,n2,Control,14,0.082400002
E3,6,Mix_17aa,p_mix,n2,10,15,1.658800006
E4,6,Mix_17aa,sc_mix,n2,10,15,1.645900011
E5,6,Mix_17aa,p158a,n2,2,15,1.806499958
E6,6,Mix_17aa,sc158a,n2,2,15,1.833899975
E7,172,Mix_17aa,sc827,n2,2,15,1.000200033
E8,172,Mix_17aa,p827,n2,2,15,0.977500021
E9,172,Mix_17aa,p_mix,n2,10,15,1.038499951
E10,172,Mix_17aa,sc_mix,n2,10,15,1.003499985
F2,Control,Mix_17aa,Control,n2,Control,15,0.084799998
F3,6,Mix_17aa,sc827,n2,2,15,1.727900028
F4,6,Mix_17aa,p827,n2,2,15,1.688300014
F5,6,Mix_17aa,p5642b,n2,2,15,1.724099994
F6,6,Mix_17aa,sc5642b,n2,2,15,1.717700005
F7,172,Mix_17aa,p159,n2,2,15,0.973800004
F8,172,Mix_17aa,sc159,n2,2,15,0.949199975
F9,172,Mix_17aa,p158b,n2,2,15,0.901899993
F10,172,Mix_17aa,sc158b,n2,2,15,0.956799984
F11,Control,Mix_17aa,Control,n2,Control,15,0.085000001
G2,Control,Mix_17aa,Control,n2,Control,15,0.078199998
G3,6,Mix_17aa,sc159,n2,2,15,1.702999949
G4,6,Mix_17aa,p159,n2,2,15,1.666300058
G5,6,Mix_17aa,sc158b,n2,2,15,1.686400056
G6,6,Mix_17aa,p158b,n2,2,15,1.653699994
G7,172,Mix_17aa,p158a,n2,2,15,0.926100016
G8,172,Mix_17aa,sc158a,n2,2,15,0.902899981
G9,172,Mix_17aa,sc5642b,n2,2,15,0.952300012
G10,172,Mix_17aa,p5642b,n2,2,15,0.950900018
G11,Control,Mix_17aa,Control,n2,Control,15,0.082599998
E3,6,Mix_17aa,p_mix,n2,10,16,1.673699975
E4,6,Mix_17aa,sc_mix,n2,10,16,1.684299946
E5,6,Mix_17aa,p158a,n2,2,16,1.815000057
E6,6,Mix_17aa,sc158a,n2,2,16,1.844200015
